Programme code,Study Year,Academic Year,Course,Course Type
10014,1.0,2020-2021,1008,elective
10014,1.0,2021-2022,1274,compulsory
10014,1.0,2021-2022,1014,compulsory
10014,1.0,2021-2022,1267,compulsory-elective
10014,1.0,2021-2022,1255,compulsory-elective
10014,1.0,2021-2022,1159,compulsory-elective
10014,1.0,2021-2022,1164,elective
10014,1.0,2021-2022,1140,elective
10014,1.0,2021-2022,1116,elective
10014,1.0,2021-2022,1037,elective
10014,1.0,2022-2023,1262,compulsory
10014,1.0,2022-2023,1201,compulsory
10014,1.0,2022-2023,1233,compulsory-elective
10014,1.0,2022-2023,1190,compulsory-elective
10014,1.0,2022-2023,1160,compulsory-elective
10014,1.0,2022-2023,1078,compulsory-elective
10014,1.0,2022-2023,1238,elective
10014,1.0,2022-2023,1203,elective
10014,1.0,2022-2023,1073,elective
10014,1.0,2022-2023,1059,elective
10014,1.0,2022-2023,1054,elective
10014,1.0,2022-2023,1012,elective
10014,1.0,2023-2024,1041,compulsory
10014,1.0,2023-2024,1022,compulsory
10014,1.0,2023-2024,1247,compulsory
10014,1.0,2023-2024,1202,compulsory
10014,1.0,2023-2024,1299,elective
10014,1.0,2023-2024,1277,elective
10014,1.0,2023-2024,1236,elective
10014,1.0,2023-2024,1209,elective
10014,1.0,2023-2024,1138,elective
10014,1.0,2023-2024,1025,elective
10014,2.0,2013-2014,1236,compulsory
10014,2.0,2013-2014,1288,compulsory-elective
10014,2.0,2013-2014,1280,compulsory-elective
10014,2.0,2013-2014,1087,compulsory-elective
10014,2.0,2013-2014,1249,elective
10014,2.0,2013-2014,1238,elective
10014,2.0,2013-2014,1081,elective
10014,2.0,2013-2014,1057,elective
10014,2.0,2013-2014,1006,elective
10014,2.0,2014-2015,1287,compulsory
10014,2.0,2014-2015,1125,compulsory
10014,2.0,2014-2015,1257,compulsory-elective
10014,2.0,2014-2015,1230,compulsory-elective
10014,2.0,2014-2015,1086,compulsory-elective
10014,2.0,2014-2015,1049,compulsory-elective
10014,2.0,2014-2015,1196,compulsory-elective
10014,2.0,2014-2015,1136,compulsory-elective
10014,2.0,2014-2015,1092,compulsory-elective
10014,2.0,2014-2015,1027,compulsory-elective
10014,2.0,2015-2016,1187,compulsory
10014,2.0,2015-2016,1061,compulsory
10014,2.0,2015-2016,1283,compulsory-elective
10014,2.0,2015-2016,1158,compulsory-elective
10014,2.0,2015-2016,1118,compulsory-elective
10014,2.0,2015-2016,1021,compulsory-elective
10014,2.0,2015-2016,1285,elective
10014,2.0,2015-2016,1145,elective
10014,2.0,2015-2016,1091,elective
10014,2.0,2015-2016,1060,elective
10014,2.0,2015-2016,1049,elective
10014,2.0,2016-2017,1143,compulsory
10014,2.0,2016-2017,1050,compulsory
10014,2.0,2016-2017,1290,compulsory-elective
10014,2.0,2016-2017,1055,compulsory-elective
10014,2.0,2016-2017,1036,compulsory-elective
10014,2.0,2016-2017,1237,elective
10014,2.0,2016-2017,1160,elective
10014,2.0,2016-2017,1150,elective
10014,2.0,2016-2017,1147,elective
10014,2.0,2016-2017,1112,elective
10014,2.0,2016-2017,1006,elective
10014,2.0,2017-2018,1227,compulsory
10014,2.0,2017-2018,1224,compulsory
10014,2.0,2017-2018,1136,compulsory
10014,2.0,2017-2018,1131,compulsory
10014,2.0,2017-2018,1297,elective
10014,2.0,2017-2018,1282,elective
10014,2.0,2017-2018,1090,elective
10014,2.0,2017-2018,1035,elective
10014,2.0,2017-2018,1016,elective
10014,2.0,2018-2019,1226,compulsory
10014,2.0,2018-2019,1024,compulsory
10014,2.0,2018-2019,1225,compulsory
10014,2.0,2018-2019,1145,compulsory
10014,2.0,2018-2019,1268,elective
10014,2.0,2018-2019,1098,elective
10014,2.0,2018-2019,1034,elective
10014,2.0,2018-2019,1005,elective
10014,2.0,2019-2020,1069,compulsory
10014,2.0,2019-2020,1038,compulsory
10014,2.0,2019-2020,1264,compulsory-elective
10014,2.0,2019-2020,1048,compulsory-elective
10014,2.0,2019-2020,1044,compulsory-elective
10014,2.0,2019-2020,1009,compulsory-elective
10014,2.0,2019-2020,1274,elective
10014,2.0,2019-2020,1250,elective
10014,2.0,2019-2020,1101,elective
10014,2.0,2019-2020,1094,elective
10014,2.0,2019-2020,1064,elective
10014,2.0,2019-2020,1033,elective
10014,2.0,2020-2021,1261,compulsory
10014,2.0,2020-2021,1236,compulsory
10014,2.0,2020-2021,1295,compulsory-elective
10014,2.0,2020-2021,1269,compulsory-elective
10014,2.0,2020-2021,1015,compulsory-elective
10014,2.0,2020-2021,1226,elective
10014,2.0,2020-2021,1124,elective
10014,2.0,2020-2021,1116,elective
10014,2.0,2020-2021,1099,elective
10014,2.0,2020-2021,1043,elective
10014,2.0,2020-2021,1035,elective
10014,2.0,2021-2022,1069,compulsory
10014,2.0,2021-2022,1269,compulsory-elective
10014,2.0,2021-2022,1222,compulsory-elective
10014,2.0,2021-2022,1274,elective
10014,2.0,2021-2022,1235,elective
10014,2.0,2021-2022,1203,elective
10014,2.0,2021-2022,1078,elective
10014,2.0,2021-2022,1032,elective
10014,2.0,2022-2023,1258,compulsory
10014,2.0,2022-2023,1154,compulsory
10014,2.0,2022-2023,1297,compulsory
10014,2.0,2022-2023,1275,compulsory
10014,2.0,2022-2023,1241,elective
10014,2.0,2022-2023,1175,elective
10014,2.0,2022-2023,1151,elective
10014,2.0,2022-2023,1113,elective
10014,2.0,2023-2024,1223,compulsory
10014,2.0,2023-2024,1139,compulsory
10014,2.0,2023-2024,1192,compulsory
10014,2.0,2023-2024,1093,compulsory
10014,2.0,2023-2024,1269,elective
10014,2.0,2023-2024,1262,elective
10014,2.0,2023-2024,1226,elective
10014,2.0,2023-2024,1020,elective
10021,1.0,2013-2014,1177,compulsory
10021,1.0,2013-2014,1171,compulsory-elective
10021,1.0,2013-2014,1100,compulsory-elective
10021,1.0,2013-2014,1270,elective
10021,1.0,2013-2014,1158,elective
10021,1.0,2013-2014,1133,elective
10021,1.0,2013-2014,1070,elective
10021,1.0,2014-2015,1127,compulsory
10021,1.0,2014-2015,1122,compulsory
10021,1.0,2014-2015,1271,compulsory-elective
10021,1.0,2014-2015,1263,compulsory-elective
10021,1.0,2014-2015,1155,compulsory-elective
10021,1.0,2014-2015,1040,compulsory-elective
10021,1.0,2014-2015,1282,elective
10021,1.0,2014-2015,1199,elective
10021,1.0,2014-2015,1139,elective
10021,1.0,2014-2015,1104,elective
10021,1.0,2014-2015,1056,elective
10021,1.0,2015-2016,1278,compulsory
10021,1.0,2015-2016,1047,compulsory
10021,1.0,2015-2016,1292,compulsory-elective
10021,1.0,2015-2016,1229,compulsory-elective
10021,1.0,2015-2016,1165,compulsory-elective
10021,1.0,2015-2016,1261,elective
10021,1.0,2015-2016,1230,elective
10021,1.0,2015-2016,1174,elective
10021,1.0,2015-2016,1146,elective
10021,1.0,2016-2017,1275,compulsory
10021,1.0,2016-2017,1065,compulsory
10021,1.0,2016-2017,1234,compulsory
10021,1.0,2016-2017,1079,compulsory
10021,1.0,2016-2017,1250,elective
10021,1.0,2016-2017,1105,elective
10021,1.0,2016-2017,1076,elective
10021,1.0,2016-2017,1036,elective
10021,1.0,2017-2018,1043,compulsory
10021,1.0,2017-2018,1006,compulsory
10021,1.0,2017-2018,1231,compulsory-elective
10021,1.0,2017-2018,1106,compulsory-elective
10021,1.0,2017-2018,1098,compulsory-elective
10021,1.0,2017-2018,1090,compulsory-elective
10021,1.0,2017-2018,1280,compulsory-elective
10021,1.0,2017-2018,1178,compulsory-elective
10021,1.0,2017-2018,1147,compulsory-elective
10021,1.0,2017-2018,1116,compulsory-elective
10021,1.0,2018-2019,1181,compulsory
10021,1.0,2018-2019,1213,compulsory-elective
10021,1.0,2018-2019,1187,compulsory-elective
10021,1.0,2018-2019,1078,compulsory-elective
10021,1.0,2018-2019,1016,compulsory-elective
10021,1.0,2018-2019,1279,elective
10021,1.0,2018-2019,1188,elective
10021,1.0,2018-2019,1165,elective
10021,1.0,2018-2019,1136,elective
10021,1.0,2018-2019,1133,elective
10021,1.0,2019-2020,1159,compulsory
10021,1.0,2019-2020,1298,compulsory-elective
10021,1.0,2019-2020,1204,compulsory-elective
10021,1.0,2019-2020,1020,compulsory-elective
10021,1.0,2019-2020,1297,elective
10021,1.0,2019-2020,1255,elective
10021,1.0,2019-2020,1246,elective
10021,1.0,2019-2020,1236,elective
10021,1.0,2019-2020,1094,elective
10021,1.0,2020-2021,1264,compulsory
10021,1.0,2020-2021,1061,compulsory
10021,1.0,2020-2021,1173,compulsory
10021,1.0,2020-2021,1163,compulsory
10021,1.0,2020-2021,1258,elective
10021,1.0,2020-2021,1181,elective
10021,1.0,2020-2021,1081,elective
10021,1.0,2020-2021,1070,elective
10021,1.0,2020-2021,1050,elective
10021,1.0,2020-2021,1006,elective
10021,1.0,2021-2022,1277,compulsory
10021,1.0,2021-2022,1265,compulsory-elective
10021,1.0,2021-2022,1189,compulsory-elective
10021,1.0,2021-2022,1141,compulsory-elective
10021,1.0,2021-2022,1299,elective
10021,1.0,2021-2022,1248,elective
10021,1.0,2021-2022,1185,elective
10021,1.0,2021-2022,1114,elective
10021,1.0,2021-2022,1106,elective
10021,1.0,2021-2022,1032,elective
10021,1.0,2022-2023,1199,compulsory
10021,1.0,2022-2023,1140,compulsory
10021,1.0,2022-2023,1223,compulsory-elective
10021,1.0,2022-2023,1206,compulsory-elective
10021,1.0,2022-2023,1191,compulsory-elective
10021,1.0,2022-2023,1283,elective
10021,1.0,2022-2023,1145,elective
10021,1.0,2022-2023,1040,elective
10021,1.0,2022-2023,1041,elective
10021,1.0,2023-2024,1259,compulsory
10021,1.0,2023-2024,1216,compulsory-elective
10021,1.0,2023-2024,1167,compulsory-elective
10021,1.0,2023-2024,1203,elective
10021,1.0,2023-2024,1175,elective
10021,1.0,2023-2024,1121,elective
10021,1.0,2023-2024,1077,elective
10021,2.0,2013-2014,1054,compulsory
10021,2.0,2013-2014,1032,compulsory
10021,2.0,2013-2014,1299,compulsory-elective
10021,2.0,2013-2014,1294,compulsory-elective
10021,2.0,2013-2014,1157,compulsory-elective
10021,2.0,2013-2014,1285,elective
10021,2.0,2013-2014,1229,elective
10021,2.0,2013-2014,1205,elective
10021,2.0,2013-2014,1175,elective
10021,2.0,2013-2014,1145,elective
10021,2.0,2014-2015,1095,compulsory
10021,2.0,2014-2015,1254,compulsory-elective
10021,2.0,2014-2015,1242,compulsory-elective
10021,2.0,2014-2015,1205,compulsory-elective
10021,2.0,2014-2015,1074,compulsory-elective
10021,2.0,2014-2015,1247,elective
10021,2.0,2014-2015,1173,elective
10021,2.0,2014-2015,1164,elective
10021,2.0,2014-2015,1142,elective
10021,2.0,2014-2015,1015,elective
10021,2.0,2015-2016,1295,compulsory
10021,2.0,2015-2016,1243,compulsory-elective
10021,2.0,2015-2016,1061,compulsory-elective
10021,2.0,2015-2016,1015,compulsory-elective
10021,2.0,2015-2016,1296,elective
10021,2.0,2015-2016,1284,elective
10021,2.0,2015-2016,1113,elective
10021,2.0,2015-2016,1084,elective
10021,2.0,2016-2017,1292,compulsory
10021,2.0,2016-2017,1108,compulsory
10021,2.0,2016-2017,1280,compulsory-elective
10021,2.0,2016-2017,1146,compulsory-elective
10021,2.0,2016-2017,1104,compulsory-elective
10021,2.0,2016-2017,1191,elective
10021,2.0,2016-2017,1190,elective
10021,2.0,2016-2017,1153,elective
10021,2.0,2016-2017,1144,elective
10021,2.0,2016-2017,1064,elective
10021,2.0,2017-2018,1199,compulsory
10021,2.0,2017-2018,1277,compulsory-elective
10021,2.0,2017-2018,1152,compulsory-elective
10021,2.0,2017-2018,1290,elective
10021,2.0,2017-2018,1209,elective
10021,2.0,2017-2018,1108,elective
10021,2.0,2017-2018,1059,elective
10021,2.0,2018-2019,1276,compulsory
10021,2.0,2018-2019,1205,compulsory
10021,2.0,2018-2019,1238,compulsory-elective
10021,2.0,2018-2019,1159,compulsory-elective
10021,2.0,2018-2019,1097,compulsory-elective
10021,2.0,2018-2019,1269,elective
10021,2.0,2018-2019,1244,elective
10021,2.0,2018-2019,1221,elective
10021,2.0,2018-2019,1149,elective
10021,2.0,2018-2019,1031,elective
10021,2.0,2019-2020,1150,compulsory
10021,2.0,2019-2020,1054,compulsory-elective
10021,2.0,2019-2020,1043,compulsory-elective
10021,2.0,2019-2020,1024,compulsory-elective
10021,2.0,2019-2020,1269,elective
10021,2.0,2019-2020,1217,elective
10021,2.0,2019-2020,1197,elective
10021,2.0,2019-2020,1126,elective
10021,2.0,2019-2020,1086,elective
10021,2.0,2020-2021,1116,compulsory
10021,2.0,2020-2021,1255,compulsory-elective
10021,2.0,2020-2021,1239,compulsory-elective
10021,2.0,2020-2021,1080,compulsory-elective
10021,2.0,2020-2021,1051,compulsory-elective
10021,2.0,2020-2021,1238,compulsory-elective
10021,2.0,2020-2021,1188,compulsory-elective
10021,2.0,2020-2021,1179,compulsory-elective
10021,2.0,2020-2021,1079,compulsory-elective
10021,2.0,2021-2022,1156,compulsory
10021,2.0,2021-2022,1103,compulsory
10021,2.0,2021-2022,1257,compulsory-elective
10021,2.0,2021-2022,1203,compulsory-elective
10021,2.0,2021-2022,1044,compulsory-elective
10021,2.0,2021-2022,1285,elective
10021,2.0,2021-2022,1276,elective
10021,2.0,2021-2022,1187,elective
10021,2.0,2021-2022,1163,elective
10021,2.0,2022-2023,1156,compulsory
10021,2.0,2022-2023,1136,compulsory
10021,2.0,2022-2023,1244,compulsory-elective
10021,2.0,2022-2023,1172,compulsory-elective
10021,2.0,2022-2023,1165,compulsory-elective
10021,2.0,2022-2023,1067,compulsory-elective
10021,2.0,2022-2023,1249,elective
10021,2.0,2022-2023,1190,elective
10021,2.0,2022-2023,1075,elective
10021,2.0,2022-2023,1063,elective
10021,2.0,2022-2023,1050,elective
10021,2.0,2022-2023,1007,elective
10021,2.0,2023-2024,1193,compulsory
10021,2.0,2023-2024,1170,compulsory
10021,2.0,2023-2024,1232,compulsory-elective
10021,2.0,2023-2024,1145,compulsory-elective
10021,2.0,2023-2024,1074,compulsory-elective
10021,2.0,2023-2024,1016,compulsory-elective
10021,2.0,2023-2024,1244,elective
10021,2.0,2023-2024,1105,elective
10021,2.0,2023-2024,1094,elective
10021,2.0,2023-2024,1087,elective
10021,2.0,2023-2024,1004,elective
10031,1.0,2013-2014,1117,compulsory
10031,1.0,2013-2014,1163,compulsory-elective
10031,1.0,2013-2014,1128,compulsory-elective
10031,1.0,2013-2014,1251,elective
10031,1.0,2013-2014,1242,elective
10031,1.0,2013-2014,1182,elective
10031,1.0,2013-2014,1029,elective
10031,1.0,2013-2014,1017,elective
10031,1.0,2014-2015,1226,compulsory
10031,1.0,2014-2015,1219,compulsory
10031,1.0,2014-2015,1295,compulsory-elective
10031,1.0,2014-2015,1052,compulsory-elective
10031,1.0,2014-2015,1007,compulsory-elective
10031,1.0,2014-2015,1256,elective
10031,1.0,2014-2015,1167,elective
10031,1.0,2014-2015,1065,elective
10031,1.0,2014-2015,1049,elective
10031,1.0,2015-2016,1268,compulsory
10031,1.0,2015-2016,1259,compulsory-elective
10031,1.0,2015-2016,1053,compulsory-elective
10031,1.0,2015-2016,1035,compulsory-elective
10031,1.0,2015-2016,1284,elective
10031,1.0,2015-2016,1271,elective
10031,1.0,2015-2016,1206,elective
10031,1.0,2015-2016,1170,elective
10031,1.0,2016-2017,1121,compulsory
10031,1.0,2016-2017,1250,compulsory-elective
10031,1.0,2016-2017,1236,compulsory-elective
10031,1.0,2016-2017,1219,compulsory-elective
10031,1.0,2016-2017,1200,compulsory-elective
10031,1.0,2016-2017,1153,compulsory-elective
10031,1.0,2016-2017,1135,compulsory-elective
10031,1.0,2016-2017,1126,compulsory-elective
10031,1.0,2016-2017,1058,compulsory-elective
10031,1.0,2017-2018,1272,compulsory
10031,1.0,2017-2018,1010,compulsory
10031,1.0,2017-2018,1264,compulsory-elective
10031,1.0,2017-2018,1118,compulsory-elective
10031,1.0,2017-2018,1106,compulsory-elective
10031,1.0,2017-2018,1072,compulsory-elective
10031,1.0,2017-2018,1267,compulsory-elective
10031,1.0,2017-2018,1139,compulsory-elective
10031,1.0,2017-2018,1138,compulsory-elective
10031,1.0,2017-2018,1029,compulsory-elective
10031,1.0,2018-2019,1150,compulsory
10031,1.0,2018-2019,1292,compulsory-elective
10031,1.0,2018-2019,1191,compulsory-elective
10031,1.0,2018-2019,1051,compulsory-elective
10031,1.0,2018-2019,1264,elective
10031,1.0,2018-2019,1237,elective
10031,1.0,2018-2019,1164,elective
10031,1.0,2018-2019,1112,elective
10031,1.0,2018-2019,1105,elective
10031,1.0,2018-2019,1022,elective
10031,1.0,2019-2020,1296,compulsory
10031,1.0,2019-2020,1194,compulsory
10031,1.0,2019-2020,1247,compulsory-elective
10031,1.0,2019-2020,1248,compulsory-elective
10031,1.0,2019-2020,1122,compulsory-elective
10031,1.0,2019-2020,1105,compulsory-elective
10031,1.0,2019-2020,1293,elective
10031,1.0,2019-2020,1272,elective
10031,1.0,2019-2020,1259,elective
10031,1.0,2019-2020,1116,elective
10031,1.0,2019-2020,1061,elective
10031,1.0,2019-2020,1008,elective
10031,1.0,2020-2021,1119,compulsory
10031,1.0,2020-2021,1110,compulsory-elective
10031,1.0,2020-2021,1011,compulsory-elective
10031,1.0,2020-2021,1229,elective
10031,1.0,2020-2021,1198,elective
10031,1.0,2020-2021,1163,elective
10031,1.0,2020-2021,1073,elective
10031,1.0,2021-2022,1299,compulsory
10031,1.0,2021-2022,1292,compulsory
10031,1.0,2021-2022,1209,compulsory-elective
10031,1.0,2021-2022,1168,compulsory-elective
10031,1.0,2021-2022,1107,compulsory-elective
10031,1.0,2021-2022,1080,compulsory-elective
10031,1.0,2021-2022,1293,elective
10031,1.0,2021-2022,1284,elective
10031,1.0,2021-2022,1204,elective
10031,1.0,2021-2022,1104,elective
10031,1.0,2021-2022,1025,elective
10031,1.0,2021-2022,1024,elective
10031,1.0,2022-2023,1139,compulsory
10031,1.0,2022-2023,1212,compulsory-elective
10031,1.0,2022-2023,1190,compulsory-elective
10031,1.0,2022-2023,1163,compulsory-elective
10031,1.0,2022-2023,1130,compulsory-elective
10031,1.0,2022-2023,1259,compulsory-elective
10031,1.0,2022-2023,1176,compulsory-elective
10031,1.0,2022-2023,1149,compulsory-elective
10031,1.0,2022-2023,1041,compulsory-elective
10031,1.0,2023-2024,1265,compulsory
10031,1.0,2023-2024,1256,compulsory-elective
10031,1.0,2023-2024,1110,compulsory-elective
10031,1.0,2023-2024,1003,compulsory-elective
10031,1.0,2023-2024,1184,elective
10031,1.0,2023-2024,1163,elective
10031,1.0,2023-2024,1053,elective
10031,1.0,2023-2024,1020,elective
10031,2.0,2013-2014,1037,compulsory
10031,2.0,2013-2014,1288,compulsory-elective
10031,2.0,2013-2014,1204,compulsory-elective
10031,2.0,2013-2014,1149,compulsory-elective
10031,2.0,2013-2014,1259,elective
10031,2.0,2013-2014,1251,elective
10031,2.0,2013-2014,1111,elective
10031,2.0,2013-2014,1080,elective
10031,2.0,2013-2014,1071,elective
10031,2.0,2014-2015,1015,compulsory
10031,2.0,2014-2015,1283,compulsory-elective
10031,2.0,2014-2015,1142,compulsory-elective
10031,2.0,2014-2015,1132,compulsory-elective
10031,2.0,2014-2015,1245,elective
10031,2.0,2014-2015,1216,elective
10031,2.0,2014-2015,1173,elective
10031,2.0,2014-2015,1014,elective
10031,2.0,2015-2016,1216,compulsory
10031,2.0,2015-2016,1092,compulsory
10031,2.0,2015-2016,1264,compulsory-elective
10031,2.0,2015-2016,1196,compulsory-elective
10031,2.0,2015-2016,1028,compulsory-elective
10031,2.0,2015-2016,1171,elective
10031,2.0,2015-2016,1145,elective
10031,2.0,2015-2016,1087,elective
10031,2.0,2015-2016,1086,elective
10031,2.0,2016-2017,1058,compulsory
10031,2.0,2016-2017,1220,compulsory-elective
10031,2.0,2016-2017,1213,compulsory-elective
10031,2.0,2016-2017,1118,compulsory-elective
10031,2.0,2016-2017,1098,compulsory-elective
10031,2.0,2016-2017,1241,elective
10031,2.0,2016-2017,1236,elective
10031,2.0,2016-2017,1215,elective
10031,2.0,2016-2017,1161,elective
10031,2.0,2016-2017,1010,elective
10031,2.0,2017-2018,1030,compulsory
10031,2.0,2017-2018,1292,compulsory-elective
10031,2.0,2017-2018,1222,compulsory-elective
10031,2.0,2017-2018,1213,compulsory-elective
10031,2.0,2017-2018,1199,compulsory-elective
10031,2.0,2017-2018,1261,elective
10031,2.0,2017-2018,1255,elective
10031,2.0,2017-2018,1253,elective
10031,2.0,2017-2018,1185,elective
10031,2.0,2017-2018,1105,elective
10031,2.0,2017-2018,1091,elective
10031,2.0,2018-2019,1228,compulsory
10031,2.0,2018-2019,1094,compulsory
10031,2.0,2018-2019,1257,compulsory-elective
10031,2.0,2018-2019,1176,compulsory-elective
10031,2.0,2018-2019,1135,compulsory-elective
10031,2.0,2018-2019,1020,compulsory-elective
10031,2.0,2018-2019,1199,compulsory-elective
10031,2.0,2018-2019,1171,compulsory-elective
10031,2.0,2018-2019,1121,compulsory-elective
10031,2.0,2018-2019,1023,compulsory-elective
10031,2.0,2019-2020,1031,compulsory
10031,2.0,2019-2020,1233,compulsory-elective
10031,2.0,2019-2020,1189,compulsory-elective
10031,2.0,2019-2020,1152,compulsory-elective
10031,2.0,2019-2020,1296,elective
10031,2.0,2019-2020,1271,elective
10031,2.0,2019-2020,1166,elective
10031,2.0,2019-2020,1007,elective
10031,2.0,2020-2021,1217,compulsory
10031,2.0,2020-2021,1101,compulsory
10031,2.0,2020-2021,1136,compulsory
10031,2.0,2020-2021,1132,compulsory
10031,2.0,2020-2021,1262,elective
10031,2.0,2020-2021,1257,elective
10031,2.0,2020-2021,1255,elective
10031,2.0,2020-2021,1198,elective
10031,2.0,2020-2021,1069,elective
10031,2.0,2020-2021,1026,elective
10031,2.0,2021-2022,1234,compulsory
10031,2.0,2021-2022,1038,compulsory
10031,2.0,2021-2022,1251,compulsory-elective
10031,2.0,2021-2022,1203,compulsory-elective
10031,2.0,2021-2022,1172,compulsory-elective
10031,2.0,2021-2022,1039,compulsory-elective
10031,2.0,2021-2022,1270,elective
10031,2.0,2021-2022,1140,elective
10031,2.0,2021-2022,1126,elective
10031,2.0,2021-2022,1093,elective
10031,2.0,2021-2022,1084,elective
10031,2.0,2022-2023,1256,compulsory
10031,2.0,2022-2023,1112,compulsory
10031,2.0,2022-2023,1286,compulsory-elective
10031,2.0,2022-2023,1069,compulsory-elective
10031,2.0,2022-2023,1052,compulsory-elective
10031,2.0,2022-2023,1003,compulsory-elective
10031,2.0,2022-2023,1275,elective
10031,2.0,2022-2023,1110,elective
10031,2.0,2022-2023,1109,elective
10031,2.0,2022-2023,1066,elective
10031,2.0,2022-2023,1067,elective
10031,2.0,2022-2023,1030,elective
10031,2.0,2023-2024,1077,compulsory
10031,2.0,2023-2024,1011,compulsory
10031,2.0,2023-2024,1218,compulsory-elective
10031,2.0,2023-2024,1187,compulsory-elective
10031,2.0,2023-2024,1162,compulsory-elective
10031,2.0,2023-2024,1021,compulsory-elective
10031,2.0,2023-2024,1276,elective
10031,2.0,2023-2024,1263,elective
10031,2.0,2023-2024,1222,elective
10031,2.0,2023-2024,1173,elective
10031,2.0,2023-2024,1144,elective
10031,2.0,2023-2024,1092,elective
10032,1.0,2013-2014,1211,compulsory
10032,1.0,2013-2014,1156,compulsory
10032,1.0,2013-2014,1251,compulsory-elective
10032,1.0,2013-2014,1246,compulsory-elective
10032,1.0,2013-2014,1146,compulsory-elective
10032,1.0,2013-2014,1117,compulsory-elective
10032,1.0,2013-2014,1290,compulsory-elective
10032,1.0,2013-2014,1257,compulsory-elective
10032,1.0,2013-2014,1170,compulsory-elective
10032,1.0,2013-2014,1141,compulsory-elective
10032,1.0,2014-2015,1026,compulsory
10032,1.0,2014-2015,1138,compulsory-elective
10032,1.0,2014-2015,1057,compulsory-elective
10032,1.0,2014-2015,1233,elective
10032,1.0,2014-2015,1188,elective
10032,1.0,2014-2015,1117,elective
10032,1.0,2014-2015,1113,elective
10032,1.0,2014-2015,1030,elective
10032,1.0,2015-2016,1195,compulsory
10032,1.0,2015-2016,1010,compulsory
10032,1.0,2015-2016,1297,compulsory
10032,1.0,2015-2016,1156,compulsory
10032,1.0,2015-2016,1287,elective
10032,1.0,2015-2016,1196,elective
10032,1.0,2015-2016,1183,elective
10032,1.0,2015-2016,1142,elective
10032,1.0,2015-2016,1058,elective
10032,1.0,2016-2017,1271,compulsory
10032,1.0,2016-2017,1104,compulsory
10032,1.0,2016-2017,1258,compulsory-elective
10032,1.0,2016-2017,1181,compulsory-elective
10032,1.0,2016-2017,1142,compulsory-elective
10032,1.0,2016-2017,1094,compulsory-elective
10032,1.0,2016-2017,1270,elective
10032,1.0,2016-2017,1266,elective
10032,1.0,2016-2017,1226,elective
10032,1.0,2016-2017,1077,elective
10032,1.0,2016-2017,1015,elective
10032,1.0,2017-2018,1233,compulsory
10032,1.0,2017-2018,1172,compulsory
10032,1.0,2017-2018,1286,compulsory
10032,1.0,2017-2018,1238,compulsory
10032,1.0,2017-2018,1299,elective
10032,1.0,2017-2018,1186,elective
10032,1.0,2017-2018,1176,elective
10032,1.0,2017-2018,1169,elective
10032,1.0,2017-2018,1098,elective
10032,1.0,2017-2018,1026,elective
10032,1.0,2018-2019,1107,compulsory
10032,1.0,2018-2019,1045,compulsory
10032,1.0,2018-2019,1205,compulsory-elective
10032,1.0,2018-2019,1109,compulsory-elective
10032,1.0,2018-2019,1104,compulsory-elective
10032,1.0,2018-2019,1266,elective
10032,1.0,2018-2019,1130,elective
10032,1.0,2018-2019,1115,elective
10032,1.0,2018-2019,1094,elective
10032,1.0,2018-2019,1008,elective
10032,1.0,2019-2020,1123,compulsory
10032,1.0,2019-2020,1015,compulsory
10032,1.0,2019-2020,1291,compulsory-elective
10032,1.0,2019-2020,1148,compulsory-elective
10032,1.0,2019-2020,1082,compulsory-elective
10032,1.0,2019-2020,1251,elective
10032,1.0,2019-2020,1250,elective
10032,1.0,2019-2020,1228,elective
10032,1.0,2019-2020,1018,elective
10032,1.0,2020-2021,1258,compulsory
10032,1.0,2020-2021,1289,compulsory-elective
10032,1.0,2020-2021,1265,compulsory-elective
10032,1.0,2020-2021,1116,compulsory-elective
10032,1.0,2020-2021,1282,elective
10032,1.0,2020-2021,1234,elective
10032,1.0,2020-2021,1209,elective
10032,1.0,2020-2021,1114,elective
10032,1.0,2020-2021,1098,elective
10032,1.0,2020-2021,1030,elective
10032,1.0,2021-2022,1147,compulsory
10032,1.0,2021-2022,1212,compulsory-elective
10032,1.0,2021-2022,1183,compulsory-elective
10032,1.0,2021-2022,1082,compulsory-elective
10032,1.0,2021-2022,1003,compulsory-elective
10032,1.0,2021-2022,1281,elective
10032,1.0,2021-2022,1265,elective
10032,1.0,2021-2022,1171,elective
10032,1.0,2021-2022,1148,elective
10032,1.0,2021-2022,1118,elective
10032,1.0,2021-2022,1080,elective
10032,1.0,2022-2023,1293,compulsory
10032,1.0,2022-2023,1060,compulsory-elective
10032,1.0,2022-2023,1016,compulsory-elective
10032,1.0,2022-2023,1253,elective
10032,1.0,2022-2023,1232,elective
10032,1.0,2022-2023,1227,elective
10032,1.0,2022-2023,1210,elective
10032,1.0,2022-2023,1201,elective
10032,1.0,2023-2024,1179,compulsory
10032,1.0,2023-2024,1073,compulsory
10032,1.0,2023-2024,1291,compulsory
10032,1.0,2023-2024,1103,compulsory
10032,1.0,2023-2024,1296,elective
10032,1.0,2023-2024,1155,elective
10032,1.0,2023-2024,1150,elective
10032,1.0,2023-2024,1094,elective
10032,1.0,2023-2024,1010,elective
10032,2.0,2013-2014,1077,compulsory
10032,2.0,2013-2014,1160,compulsory-elective
10032,2.0,2013-2014,1112,compulsory-elective
